id,state,gender,median_home_val,hvp1,pobc1,pobc2,avggift,target_d,median_household_income,ic2,ic3,ic4,ic5
96448,IL,F,760,2,2,78,6,8.0,393,451.0,441,510.0,10909@
88802,IL,M,1711,34,11,72,13,25.0,479,542.0,629,683.0,26817
183702,WA,F,700,0,7,47,11,10.0,322,415.0,356,446.0,14360
175535,OR,M,904,9,2,56,10,20.0,339,446.0,442,510.0,20426
35325,FL,M,833,0,8,21,12,30.0,277,350.0,329,387.0,14317
181655,WA,male,957,6,6,54,15,50.0,418,417.0,423,438.0,14668
95582,IL,F,607,4,3,64,15,21.0,279,371.0,346,442.0,19317
14394,TX,M,631,0,10,28,25,10.0,273,278.0,288,294.0,8650
81823,WI,male,470,0,1,89,25,45.0,234,355.0,271,365.0,12277
143470,CA,M,4112,95,18,50,15,17.0,562,798.0,725,841.0,34677
77048,IA,F,342,0,0,59,7,7.0,209,214.0,241,261.0,10728
20962,NC,M,668,1,5,30,15,15.0,296,308.0,317,337.0,11490
58725,KY,M,313,0,0,87,15,15.0,142,165.0,210,251.0,9665
124104,TX,M,427,0,3,64,15,23.0,455,464.0,538,580.0,18517
65136,MI,F,886,2,5,83,42,20.0,490,536.0,570,606.0,17633
132558,WY,male,1034,0,0,33,15,15.0,511,511.0,656,610.0,30595
82248,MN,M,480,0,1,80,5,8.0,157,184.0,214,246.0,9020
38944,FL,M,809,0,19,27,16,25.0,303,319.0,342,361.0,11303
47111,AL,Male,453,0,0,90,3,5.0,219,264.0,263,299.0,9654
165620,CA,U,1609,15,11,60,3,4.0,346,435.0,404,435.0,16568
59561,IN,M,438,0,0,75,8,9.0,275,324.0,282,304.0,10632
27423,GA,F,442,0,0,78,9,5.0,218,253.0,257,286.0,9399
13484,FL,M,1034,1,7,12,15,11.0,488,524.0,515,555.0,19446
133491,ID,M,679,1,3,37,46,100.0,298,327.0,332,360.0,10779
63000,IN,,351,0,0,79,20,25.0,192,214.0,212,235.0,8757
187284,IA,F,614,0,1,69,8,10.0,222,317.0,305,363.0,13840
131423,CO,M,881,1,5,33,14,25.0,327,332.0,375,382.0,12204
22942,SC,F,616,0,4,51,8,9.0,324,334.0,348,361.0,15746
85579,MN,F,522,0,1,64,20,20.0,227,292.0,294,347.0,12849
3009,CA,F,1184,0,9,55,9,20.0,324,341.0,352,368.0,13817
105923,KS,F,481,0,0,77,5,7.0,322,318.0,359,352.0,10909@
187722,MI,M,1348,22,4,65,6,7.0,662,712.0,752,788.0,30766
15566,NC,feamale,683,1,1,77,7,10.0,343,398.0,377,441.0,15482
84745,MN,F,604,1,1,78,6,7.0,318,338.0,356,376.0,12097
78172,WI,F,1167,4,4,71,15,25.0,558,576.0,597,626.0,19797
186334,IN,M,836,8,0,78,8,10.0,222,431.0,347,442.0,16007
170767,CA,F,1349,1,15,24,12,15.0,370,418.0,436,480.0,23716
149152,CA,M,4507,95,17,50,20,20.0,842,1004.0,893,962.0,54642
959,IA,F,586,1,1,77,7,10.0,349,413.0,404,465.0,15304
179563,WA,male,842,2,41,24,16,23.0,420,419.0,476,494.0,12894
41243,FL,F,556,0,2,56,9,12.0,246,277.0,292,330.0,10272
160500,CA,M,1467,7,8,61,7,5.0,311,323.0,356,392.0,15108
77605,WI,male,1304,13,6,71,10,15.0,465,484.0,595,609.0,23455
190064,Tennessee,F,340,0,1,48,10,20.0,149,151.0,173,188.0,6842
138758,AZ,feamale,616,0,0,69,14,20.0,403,423.0,406,443.0,14174
8531,MI,M,497,0,0,88,6,10.0,275,296.0,343,369.0,12368
27846,GA,,1149,14,2,58,23,200.0,420,460.0,469,509.0,17492
22782,SC,M,514,3,2,46,10,10.0,205,224.0,226,238.0,8533
66223,MI,M,870,3,2,83,9,10.0,319,345.0,357,398.0,15849
189616,CA,M,2680,80,13,41,20,35.0,314,506.0,402,517.0,20665
79649,WI,F,556,0,6,66,10,15.0,259,275.0,268,258.0,12721
138999,AZ,feamale,624,1,3,29,8,10.0,284,326.0,324,355.0,12121
8232,MO,F,322,0,0,80,13,10.0,190,240.0,239,302.0,10909@
43020,FL,F,736,0,11,6,15,15.0,262,293.0,321,347.0,12780
118862,TX,M,868,0,9,49,8,12.0,554,564.0,569,571.0,21200
30104,GA,M,364,0,0,89,8,15.0,246,307.0,287,325.0,9720
154614,CA,F,1709,26,9,68,15,20.0,511,518.0,527,537.0,15138
57151,KY,F,875,0,3,29,15,26.0,311,326.0,326,326.0,7746
71425,MI,M,713,0,2,88,6,7.0,300,313.0,323,364.0,16833
127823,TX,F,258,0,0,94,5,6.0,64,60.0,93,74.0,4236
150739,CA,U,1951,44,10,66,9,12.0,556,578.0,619,625.0,17208
41384,FL,F,556,0,16,22,9,12.0,318,358.0,320,352.0,11779
114721,OK,,1040,0,2,56,11,15.0,472,609.0,579,656.0,26962
149152,CA,M,4507,95,17,50,20,20.0,842,1004.0,893,962.0,54642
959,IA,F,586,1,1,77,7,10.0,349,413.0,404,465.0,15304
179563,WA,male,842,2,41,24,16,23.0,420,419.0,476,494.0,12894
41243,FL,F,556,0,2,56,9,12.0,246,277.0,292,330.0,10272
190579,CA,M,3200,83,31,32,3,4.0,310,311.0,333,343.0,17224
42997,FL,F,1567,27,4,10,6,7.0,392,391.0,434,409.0,18631
132896,OR,F,953,1,3,45,15,25.0,319,379.0,387,455.0,15729
120189,TX,M,492,3,0,92,19,25.0,244,260.0,284,301.0,10818
138829,AZ,feamale,847,0,3,20,11,25.0,185,238.0,225,308.0,11582
167462,CA,M,2645,87,26,46,8,15.0,644,655.0,682,697.0,20782
160401,CA,F,1952,48,6,55,13,13.0,335,365.0,367,398.0,15290
174934,OR,F,1305,19,7,40,7,5.0,391,456.0,448,471.0,19716
2020,CA,F,3556,98,9,55,7,7.0,735,701.0,838,805.0,34382
74235,MI,M,473,1,0,94,13,26.0,327,338.0,348,363.0,12580
167039,CA,,3201,92,9,72,5,5.0,497,552.0,539,591.0,19656
165509,CA,M,2213,77,7,62,4,10.0,447,447.0,491,491.0,16702
151653,CA,,1455,7,19,39,6,10.0,376,417.0,393,426.0,14860
100132,MO,F,393,0,0,71,10,15.0,216,258.0,258,301.0,10107
161726,CA,F,2453,86,16,45,5,7.0,438,451.0,436,475.0,15707
125986,TX,M,533,1,3,75,13,17.0,246,276.0,287,308.0,10096
185394,MI,F,647,0,7,80,8,5.0,285,317.0,300,338.0,12910
43799,FL,F,1044,15,8,35,13,20.0,366,318.0,458,499.0,22427
185464,KY,M,702,0,9,23,11,15.0,308,348.0,337,397.0,14670
125325,TX,M,852,1,4,46,14,20.0,516,540.0,535,556.0,16206
112679,OK,M,1045,1,3,48,15,20.0,528,538.0,604,618.0,19402
2415,CA,F,5501,98,33,36,17,25.0,817,924.0,870,958.0,41734
166866,CA,F,3921,96,7,50,10,12.5,754,804.0,799,835.0,33998
4211,TX,F,919,10,4,63,17,25.0,425,562.0,558,697.0,25784
182395,WA,F,755,2,9,39,16,10.0,210,315.0,244,313.0,11983
188178,NV,F,1383,14,8,8,7,8.0,410,464.0,499,562.0,22875
147835,CA,F,3694,97,25,41,32,20.0,421,611.0,601,666.0,28021
5532,MD,M,1690,29,4,30,9,15.0,598,655.0,653,700.0,24959
128857,TX,M,438,0,23,47,26,15.0,213,213.0,265,264.0,7722
40058,FL,F,1187,12,12,11,11,25.0,400,448.0,438,469.0,21608
179377,WA,,1617,29,4,59,7,10.0,398,414.0,457,490.0,14123
166207,CA,M,1367,4,2,57,6,9.0,342,329.0,359,355.0,14197
124227,TX,U,267,0,0,69,13,25.0,121,72.0,169,94.0,4567
7173,TN,F,854,0,0,58,17,32.0,321,389.0,372,427.0,16171
85152,MN,M,493,1,1,87,12,10.0,244,311.0,314,395.0,12517
32807,FL,M,700,0,9,44,5,5.0,327,360.0,355,375.0,11551
268,FL,F,1765,44,14,8,22,33.0,327,465.0,442,562.0,27674
109514,LA,M,0,0,0,0,5,6.0,0,0.0,0,0.0,0
181644,WA,F,929,8,5,47,8,12.0,327,369.0,314,352.0,12995
62585,NC,feamale,581,1,0,90,14,25.0,231,267.0,288,332.0,11794
163354,CA,F,4313,98,16,54,11,10.0,748,783.0,752,811.0,27850
98672,IL,M,470,0,1,91,4,5.0,274,313.0,282,337.0,11192
190614,CO,F,1159,0,6,28,6,3.0,572,557.0,574,561.0,17337
155607,CA,F,3152,81,10,45,34,38.0,853,891.0,908,950.0,35415
161804,CA,M,1137,5,27,54,9,5.0,348,362.0,425,444.0,11621
11348,FL,M,912,8,6,14,12,5.0,313,370.0,379,442.0,18554
111380,AR,M,332,0,0,84,7,10.0,219,257.0,261,296.0,9763
86578,ND,M,247,0,1,87,5,15.0,195,220.0,231,259.0,8189
157904,CA,F,2190,63,16,43,6,6.0,611,655.0,669,709.0,23641
140924,NV,M,1117,3,6,28,6,7.0,461,461.0,461,450.0,16614
32972,FL,F,814,1,3,46,10,12.0,268,282.0,298,312.0,10427
149541,CA,F,1814,27,40,43,10,10.0,328,418.0,380,410.0,10846
182604,WA,F,403,0,8,63,20,15.0,195,288.0,237,365.0,11859
103876,MO,F,613,0,2,64,10,20.0,264,323.0,300,357.0,12334
65999,MI,M,2712,81,13,44,18,25.0,1022,1144.0,989,1079.0,49631
104394,KS,F,958,8,3,45,7,10.0,467,499.0,525,582.0,18211
117524,TN,F,1129,12,8,43,20,25.0,332,445.0,429,537.0,22706
147904,CA,F,4984,98,24,41,12,50.0,630,702.0,734,777.0,27747
105815,KS,M,452,0,4,62,14,20.0,270,300.0,297,324.0,11198
31778,FL,M,986,11,2,26,20,25.0,485,495.0,530,539.0,18013
112084,AR,M,655,3,1,31,14,14.0,215,247.0,267,305.0,12067
58850,KY,M,459,0,0,81,3,6.0,133,195.0,237,258.0,13898
185901,TX,M,674,2,0,57,5,10.0,317,402.0,458,553.0,19769
134566,UT,F,728,2,2,54,10,10.0,265,304.0,315,339.0,8896
185819,CA,M,4153,91,13,41,12,13.0,580,886.0,640,891.0,35520
3985,TX,F,348,0,3,87,10,12.0,197,223.0,239,265.0,7978
23321,SC,F,869,4,0,68,7,10.0,426,505.0,465,511.0,17534
158978,CA,M,1876,24,25,46,10,15.0,393,404.0,419,450.0,11692
14388,FL,M,865,3,7,21,6,10.0,341,387.0,392,432.0,15630
12779,CA,M,666,1,14,47,8,10.0,213,253.0,268,288.0,8943
39667,FL,M,809,8,10,32,13,15.0,358,389.0,411,446.0,16099
163731,CA,M,4763,97,26,42,9,11.0,502,534.0,551,609.0,24002
156457,CA,F,0,0,0,0,15,25.0,0,0.0,0,0.0,0
100369,MO,F,987,1,2,76,28,28.0,296,354.0,344,412.0,17097
46201,FL,M,2444,70,8,33,15,15.0,729,780.0,737,782.0,28668
118182,TX,M,503,1,1,71,4,5.0,213,255.0,262,292.0,9495
67,NM,F,1004,0,2,32,5,5.0,189,247.0,236,313.0,12667
116951,TX,F,1565,0,9,27,6,6.0,717,780.0,704,784.0,27276
160032,CA,F,872,0,7,62,20,25.0,294,307.0,343,356.0,12433
60694,IN,F,501,2,2,61,20,25.0,305,374.0,354,399.0,13073
80387,WI,F,331,0,2,90,4,5.0,154,237.0,217,273.0,10270
158143,CA,M,620,1,2,60,12,16.0,236,270.0,279,309.0,10406
25277,SC,M,747,0,1,35,15,17.0,369,457.0,396,488.0,18371
179454,WA,F,936,1,22,48,9,20.0,237,304.0,257,308.0,9875
145899,NC,feamale,1491,22,1,42,14,20.0,396,489.0,472,566.0,26286
183790,WA,F,756,6,1,57,8,14.0,333,372.0,391,430.0,14127
119538,TX,F,487,0,17,59,9,16.0,217,222.0,247,262.0,10468
24991,SC,M,651,1,1,73,7,11.0,310,345.0,337,382.0,12428
113501,OK,F,693,0,3,54,5,5.0,404,479.0,439,486.0,16698
185353,CA,F,1063,10,26,38,3,3.0,150,148.0,206,223.0,6871
72308,MI,F,609,0,2,87,19,46.0,403,424.0,422,466.0,14455
110519,LA,M,732,0,1,71,10,17.0,366,374.0,432,459.0,16287
124193,TX,U,439,0,1,72,5,6.0,268,301.0,307,341.0,10164
181526,WA,F,871,2,2,51,9,13.0,339,355.0,363,384.0,11889
2796,AK,Male,682,3,3,29,15,25.0,374,423.0,416,469.0,17213
67954,MI,F,313,0,1,76,16,35.0,159,256.0,220,274.0,7661
93809,IL,M,1059,0,15,75,7,10.0,334,513.0,392,528.0,17632
109520,LA,M,687,0,0,79,9,15.0,257,310.0,291,328.0,10271
76051,IA,M,397,0,2,20,14,20.0,248,270.0,296,313.0,10348
145521,CA,F,2516,80,15,40,13,16.0,595,649.0,641,691.0,22684
87533,MT,feamale,747,3,1,54,11,5.0,289,318.0,347,387.0,14744
82026,WI,F,506,0,0,81,8,12.0,270,323.0,326,346.0,12940
97055,IL,F,412,0,0,84,9,22.0,311,354.0,342,380.0,13227
74701,MI,,360,1,1,70,9,20.0,206,239.0,233,267.0,9463
183374,WA,male,423,1,24,43,4,10.0,208,229.0,261,296.0,9445
28565,GA,F,745,1,17,39,5,7.0,304,275.0,353,342.0,14465
139628,NM,M,691,0,1,46,17,20.0,284,294.0,319,337.0,11852
113686,OK,J,657,0,5,34,10,15.0,358,366.0,357,366.0,10889
123862,TX,F,978,1,7,43,4,3.0,428,559.0,475,609.0,23102
151629,CA,F,1586,10,12,32,9,15.0,308,321.0,337,369.0,11913
5404,LA,U,587,0,0,75,17,10.0,291,302.0,317,331.0,10789
150516,CA,F,3304,82,42,37,24,25.0,567,614.0,629,669.0,21745
31911,VA,F,800,1,0,63,4,5.0,294,358.0,333,376.0,13480
2379,MI,M,1596,31,3,71,10,10.0,549,603.0,631,672.0,23345
151455,CA,,2105,55,47,36,15,20.0,301,314.0,372,395.0,13279
90499,IL,F,1480,25,16,51,7,10.0,560,684.0,635,718.0,22088
177307,OR,F,585,1,4,42,9,10.0,216,266.0,255,292.0,10423
65423,MI,F,1033,0,5,72,10,10.0,488,611.0,565,651.0,22157
95800,IL,M,340,0,5,58,10,20.0,147,178.0,217,252.0,7173
91965,IL,,1708,11,21,70,12,16.0,342,413.0,374,455.0,21795
104721,KS,F,1419,13,1,29,7,10.0,694,698.0,766,777.0,25024
165177,CA,F,2698,89,27,49,10,5.0,563,593.0,572,599.0,18228
156929,CA,U,2688,88,5,37,8,15.0,306,367.0,418,449.0,24944
52549,TN,M,556,1,0,81,13,30.0,202,346.0,270,389.0,14382
51706,TN,M,972,16,0,71,11,15.0,193,278.0,281,318.0,8716
117969,TX,F,498,0,1,62,7,9.0,227,278.0,282,315.0,10907
2235,FL,M,878,10,4,6,10,12.0,285,331.0,349,410.0,16534
161023,CA,M,883,1,8,59,14,20.0,281,333.0,315,362.0,11791
139887,NM,F,670,2,2,52,11,20.0,231,287.0,282,290.0,9443
186212,NM,M,589,0,5,45,8,7.0,270,317.0,292,325.0,10889
162759,CA,F,2620,82,48,36,14,18.0,481,490.0,519,523.0,16047
95654,IL,M,677,0,2,71,10,20.0,426,466.0,442,489.0,18718
101774,MO,F,464,0,1,64,8,8.0,164,257.0,224,285.0,9685
21710,NC,M,600,1,2,64,9,10.0,257,308.0,292,349.0,12433
65565,MI,F,707,0,13,73,4,10.0,282,393.0,383,474.0,15832
171631,CA,F,1537,19,13,58,11,10.0,495,509.0,528,544.0,17689
24869,SC,F,682,2,3,63,8,8.0,366,464.0,421,498.0,14538
129846,SD,M,867,2,1,51,12,11.0,483,492.0,524,536.0,18757
150379,CA,F,1943,45,12,54,20,20.0,312,353.0,355,381.0,16083
36590,FL,M,1037,0,44,27,10,10.0,439,456.0,511,529.0,18050
59744,IN,F,595,0,0,77,9,16.0,284,317.0,333,406.0,13860
31893,IL,F,375,8,6,13,20,20.0,267,270.0,295,296.0,8354
46884,AL,F,397,1,0,74,9,15.0,229,329.0,336,386.0,13233
66745,MI,F,584,0,4,68,15,5.0,283,386.0,307,386.0,14843
10709,WA,,534,1,1,48,13,23.0,206,231.0,248,272.0,9104
73984,MI,M,362,0,1,91,9,10.0,209,235.0,246,275.0,8558
27597,GA,M,991,3,2,46,5,9.0,493,506.0,532,548.0,17344
150587,CA,U,1805,33,11,58,10,20.0,398,394.0,441,447.0,14703
187191,GA,,2639,68,3,39,15,25.0,436,594.0,584,764.0,35502
85357,MN,F,476,0,2,80,10,15.0,202,274.0,236,304.0,10581
156866,CA,M,3393,97,6,50,20,25.0,537,553.0,589,580.0,22083
164513,AE,F,0,0,0,0,12,50.0,0,0.0,0,0.0,0
163369,CA,,2250,99,44,16,6,6.0,181,159.0,192,167.0,11346
551,TX,F,340,1,3,80,15,20.0,180,227.0,235,279.0,9343
18750,NC,female,482,1,0,72,12,20.0,302,328.0,396,462.0,15573
81277,WI,F,322,0,0,84,15,25.0,233,258.0,291,320.0,10317
128121,TX,F,655,0,1,72,9,10.0,406,432.0,430,481.0,16426
84199,MN,F,908,0,0,79,5,5.0,487,482.0,499,493.0,14526
183476,WA,F,718,3,4,59,11,25.0,471,508.0,497,541.0,18190
162994,CA,M,2750,75,34,20,10,10.0,252,332.0,302,392.0,19558
32040,GA,M,397,1,0,91,9,20.0,184,219.0,237,285.0,9831
65968,MI,M,1040,4,0,56,7,9.0,220,309.0,256,278.0,14610
135896,Arizona,M,675,17,2,7,6,2.0,186,238.0,207,265.0,11355
46461,FL,M,719,0,2,36,11,12.0,381,398.0,389,410.0,13552
2396,FL,,588,1,10,21,8,5.0,233,249.0,254,266.0,10309
93500,IL,F,1053,0,20,73,8,10.0,368,419.0,402,465.0,15176
90899,IL,F,419,0,0,72,12,17.0,279,295.0,296,303.0,7285
116542,TX,U,481,1,0,79,15,20.0,172,218.0,227,264.0,9264
29868,GA,F,803,2,3,49,20,25.0,397,407.0,432,441.0,15380
171521,CA,F,886,6,12,58,5,6.0,318,339.0,360,388.0,12332
18953,NC,female,1093,19,2,37,7,11.0,580,587.0,629,636.0,20815
102780,MO,F,257,0,1,75,10,16.0,148,264.0,194,273.0,10050
136372,Arizona,M,1453,17,10,2,25,10.0,419,426.0,486,497.0,24530
19581,NC,female,821,0,0,64,6,25.0,427,433.0,456,475.0,15937
121410,TX,M,931,12,10,47,15,15.0,416,636.0,543,725.0,29273
99736,MO,F,496,0,0,87,5,20.0,330,349.0,360,390.0,13546
54441,MS,female,463,0,0,56,12,30.0,181,231.0,227,258.0,8369
144735,CA,F,5649,96,6,56,8,10.0,750,828.0,801,888.0,37961
39257,FL,J,1093,2,6,30,9,25.0,364,424.0,392,441.0,15640
136716,Arizona,M,852,0,9,14,12,25.0,344,450.0,394,498.0,19967
145310,CA,F,3100,79,35,25,18,20.0,133,488.0,306,497.0,18262
40351,FL,,1074,4,5,26,28,30.0,505,524.0,528,553.0,16470
43321,FL,,1452,12,4,5,25,25.0,352,397.0,410,467.0,20619
14009,MI,F,813,6,4,65,9,3.0,246,263.0,297,313.0,11406
187517,TX,M,333,0,1,81,16,25.0,205,219.0,278,319.0,10286
22924,SC,F,536,0,0,88,4,10.0,261,296.0,278,307.0,8438
65124,MI,F,850,2,0,88,8,5.0,484,501.0,465,495.0,17174
98437,IL,F,443,0,1,87,5,10.0,268,347.0,320,380.0,12966
54369,MS,M,467,1,0,83,6,6.0,206,261.0,260,308.0,9725
155856,CA,F,1207,8,12,46,7,10.0,284,303.0,458,488.0,19872
107321,NE,M,490,0,2,84,3,20.0,250,299.0,288,345.0,11320
139500,NM,F,805,0,5,49,8,20.0,207,243.0,237,289.0,10226
108381,LA,M,638,0,19,54,15,20.0,220,243.0,255,291.0,11076
129653,CO,M,1208,2,2,38,15,15.0,571,594.0,616,660.0,20295
102795,MO,M,198,0,0,86,15,10.0,208,252.0,261,297.0,9961
178085,OR,M,443,0,5,21,10,20.0,204,218.0,232,267.0,9473
12819,MO,F,1284,35,3,74,13,20.0,410,539.0,532,642.0,24921
99543,MO,M,675,1,1,81,5,15.0,312,352.0,343,365.0,10538
65804,MI,F,668,0,11,75,6,10.0,272,369.0,311,391.0,17206
35947,FL,F,575,0,17,27,7,14.0,232,259.0,255,289.0,9634
152961,CA,F,2375,75,13,36,20,8.0,428,471.0,535,571.0,23387
161129,CA,F,1091,9,2,62,11,20.0,330,348.0,382,397.0,14093
177315,OR,M,1015,5,8,38,8,15.0,354,360.0,404,422.0,13340
104755,KS,M,1413,21,3,16,8,16.0,634,665.0,727,755.0,27583
147838,CA,F,3738,86,24,42,16,20.0,534,581.0,599,683.0,26455
182748,WA,male,849,10,4,48,13,12.0,281,327.0,327,380.0,14308
177238,OR,F,871,8,2,45,9,12.0,309,344.0,362,390.0,15151
191138,TX,F,571,1,2,67,15,15.0,300,333.0,336,366.0,10689
133932,WA,male,0,0,4,29,4,5.0,55,68.0,63,89.0,8170
120608,TX,,375,0,4,72,15,15.0,182,207.0,208,232.0,8256
11562,CA,F,3435,91,26,40,32,50.0,490,546.0,560,614.0,26467
87541,WA,F,466,0,4,61,5,5.0,211,252.0,244,289.0,10094
1722,CA,M,1668,12,9,60,13,10.0,648,664.0,663,668.0,20187
32843,FL,M,546,0,0,63,15,15.0,283,256.0,344,322.0,10785
77439,WI,male,713,0,2,91,11,17.0,360,372.0,408,429.0,12547
140457,NM,M,576,1,0,51,6,10.0,263,355.0,304,338.0,12326
70144,FL,F,585,0,0,33,13,15.0,459,393.0,445,427.0,8656
157947,CA,F,2022,52,14,44,4,5.0,441,534.0,496,569.0,21300
137680,Arizona,Female,786,2,2,27,6,5.0,220,264.0,274,318.0,11624
153708,CA,F,1406,21,21,35,15,21.0,431,536.0,453,556.0,21369
27217,GA,F,503,1,0,84,20,15.0,239,275.0,287,324.0,10308
1442,MO,F,1602,32,4,67,18,24.0,459,475.0,561,593.0,18855
38327,FL,M,736,0,69,16,10,11.0,274,276.0,311,316.0,11510
109287,LA,F,393,0,0,92,4,5.0,130,147.0,178,213.0,5559
77784,WI,F,987,2,1,80,10,16.0,430,469.0,476,521.0,18625
22098,NC,female,529,1,2,73,2,2.0,254,301.0,284,326.0,11595
156224,CA,M,4933,94,14,26,26,30.0,691,736.0,762,816.0,37073
169224,CA,F,1178,0,3,48,15,36.0,482,507.0,543,573.0,16952
146341,CA,M,2397,77,13,47,9,20.0,409,486.0,402,459.0,16946
102630,MO,M,651,0,0,75,3,5.0,336,415.0,395,459.0,15058
119362,TX,F,1711,34,2,66,16,45.0,400,806.0,566,810.0,33841
92962,CA,M,3663,87,14,52,20,20.0,749,777.0,784,818.0,27400
14420,SC,F,473,0,0,80,8,10.0,300,319.0,333,373.0,11482
157687,CA,F,4954,99,6,55,7,15.0,1106,1195.0,1086,1146.0,42857
145436,TX,M,775,1,5,59,25,10.0,494,465.0,489,467.0,14903
62795,IN,F,505,1,1,43,20,20.0,273,330.0,316,356.0,10974
80153,WI,male,416,0,2,62,15,5.0,247,297.0,292,340.0,11789
21107,NC,,678,4,1,56,8,7.0,260,289.0,303,335.0,11906
164551,CA,F,1158,3,3,64,4,3.0,369,398.0,373,386.0,11592
53485,TN,F,861,0,6,44,7,7.0,248,314.0,278,328.0,16517
25331,SC,F,407,0,1,79,16,22.0,157,193.0,221,260.0,7762
189130,IL,M,1094,2,23,66,20,51.0,363,388.0,421,444.0,15967
190840,IL,M,485,0,3,60,21,25.0,297,309.0,329,340.0,10899
341,GA,F,517,0,0,87,11,25.0,327,375.0,389,416.0,12605
109240,LA,M,445,1,0,96,6,7.0,180,210.0,226,256.0,7560
6028,NE,M,2458,73,6,56,13,15.0,1178,1203.0,1095,1118.0,58088
169722,CA,F,1428,3,29,49,25,20.0,301,277.0,322,297.0,9201
91467,IL,F,693,1,0,81,6,8.0,407,399.0,390,386.0,11864
88537,IL,M,873,0,4,75,3,5.0,211,291.0,251,319.0,14513
162740,CA,F,2807,92,21,58,12,14.0,478,497.0,504,542.0,17103
123622,TX,M,351,0,19,61,14,25.0,241,278.0,283,304.0,9113
12370,CA,F,2067,53,10,54,450,20.0,489,534.0,540,583.0,19624
91453,IL,F,999,12,2,80,18,21.0,411,453.0,465,496.0,15934
42543,FL,M,419,1,8,53,8,20.0,218,243.0,277,305.0,9540
89768,IL,M,962,1,11,69,5,11.0,327,479.0,361,465.0,14486
139175,NM,F,542,1,2,56,11,10.0,220,252.0,272,298.0,9481
83559,OK,M,780,1,3,36,14,10.0,278,323.0,345,414.0,14360
113312,OK,F,1229,4,4,60,5,5.0,546,649.0,555,700.0,30054
117329,TX,F,928,2,1,48,12,15.0,408,452.0,444,452.0,17067
56674,KY,M,335,0,1,80,6,15.0,137,205.0,166,195.0,6927
40105,FL,F,700,0,24,27,15,23.0,228,277.0,309,326.0,13851
76914,IA,M,337,0,0,87,9,15.0,220,265.0,258,301.0,8147
7947,MI,M,557,1,2,69,9,11.0,279,337.0,321,372.0,12466
166350,CA,F,3333,94,9,50,20,25.0,690,871.0,759,913.0,37495
2151,CA,M,1126,6,39,38,20,25.0,243,261.0,275,285.0,8614
107298,NE,F,0,0,0,0,38,43.0,0,0.0,0,0.0,0
37762,FL,M,1987,49,47,20,14,30.0,403,524.0,567,633.0,29344
117383,TX,F,0,0,0,0,15,21.0,0,0.0,0,0.0,0
174375,OR,F,1093,7,5,44,25,25.0,315,431.0,386,483.0,15130
102742,MO,M,238,0,0,82,6,9.0,176,225.0,233,287.0,10253
53793,TN,F,966,2,3,47,7,5.0,517,528.0,547,569.0,18463
59070,KY,M,377,0,0,85,10,10.0,234,252.0,276,285.0,9657
107279,NE,F,825,2,2,68,4,4.0,417,459.0,453,503.0,16332
88886,IL,M,962,12,3,67,35,40.0,391,444.0,452,486.0,17404
190552,NM,M,1082,2,4,24,10,7.0,482,566.0,522,609.0,22454
148869,CA,M,2362,74,9,61,13,15.0,613,632.0,655,678.0,21179
146463,CA,U,2163,67,7,66,4,5.0,484,522.0,537,581.0,17262
85204,MN,M,359,1,1,85,11,20.0,168,258.0,203,269.0,9568
143782,CA,M,5854,99,15,43,28,25.0,927,1077.0,920,993.0,45167
17102,NC,female,685,1,0,67,5,7.0,271,314.0,339,396.0,13235
190157,NC,female,603,4,3,84,9,15.0,173,215.0,239,329.0,12562
93681,IL,M,682,1,0,62,12,16.0,322,359.0,297,336.0,8194
105741,KS,M,581,1,5,65,17,20.0,295,349.0,349,402.0,13925
98962,IL,F,380,1,1,86,11,25.0,229,277.0,299,351.0,11773
32552,FL,F,1229,21,2,30,7,20.0,469,502.0,507,544.0,17313
23465,SC,F,689,0,1,69,12,15.0,313,320.0,343,350.0,12601
155130,CA,M,1715,34,10,55,4,4.5,607,619.0,647,660.0,21473
15017,FL,F,762,7,7,13,8,18.0,254,355.0,327,411.0,17458
123438,TX,F,683,0,6,50,6,3.0,449,471.0,484,507.0,19552
178796,WA,F,1648,28,5,50,8,9.0,395,488.0,480,542.0,22216
143790,CA,F,5907,99,18,26,16,15.0,1285,1340.0,1063,1144.0,91205
173737,HI,M,1473,23,17,67,20,20.0,327,324.0,395,382.0,12051
57017,FL,F,484,0,8,11,20,20.0,150,243.0,195,266.0,11909
131551,CO,M,645,0,3,32,8,10.0,214,308.0,251,313.0,14783
72796,MI,M,577,0,1,74,9,15.0,375,380.0,389,394.0,15853
178498,WA,male,1642,30,10,32,11,15.0,275,388.0,349,485.0,19679
77742,TX,,1163,11,4,41,5,5.0,378,459.0,439,526.0,23408
21204,NC,female,675,0,2,69,6,8.0,305,373.0,365,427.0,16318
71146,MI,F,602,0,1,87,9,10.0,336,366.0,363,391.0,12418
161230,CA,F,746,0,3,64,15,20.0,346,352.0,363,368.0,10165
67712,MI,F,459,0,3,41,27,100.0,116,518.0,280,533.0,19070
178540,WA,F,922,3,5,52,8,15.0,232,298.0,298,361.0,13725
35306,FL,F,833,0,8,21,12,25.0,277,350.0,329,387.0,14317
14984,MN,M,1793,38,1,66,14,15.0,781,796.0,832,849.0,27481
53295,TN,F,470,0,0,80,12,15.0,235,292.0,275,318.0,8963
