,id,state,gender,median_home_val,hvp1,pobc1,pobc2,avggift,target_d,median_household_income,ic2,ic3,ic4,ic5
710,102775,ID,F,1250.0,16,3,34,16,20.0,367,430.0,404,478.0,19095
711,117255,TX,F,740.0,7,4,64,8,10.0,388,422.0,487,569.0,22630
712,145392,CA,U,3570.0,91,32,45,8,15.0,471,561.0,561,628.0,19152
713,185052,TX,M,2442.0,75,2,48,89,100.0,641,993.0,764,931.0,38212
714,179423,WA,F,1654.0,29,10,40,20,20.0,305,343.0,377,457.0,18438
715,6304,KS,M,500.0,0,0,35,12,20.0,272,438.0,381,451.0,30968
716,3631,OR,M,642.0,0,3,58,13,13.0,323,355.0,356,384.0,14420
717,78199,WI,male,0.0,0,0,0,9,15.0,0,0.0,0,0.0,0
718,128496,TX,M,430.0,1,1,78,8,6.0,210,256.0,264,311.0,11608
719,1292,FL,M,692.0,1,6,3,7,15.0,203,266.0,249,304.0,14602
720,114676,OK,F,1062.0,4,2,60,15,20.0,486,550.0,555,584.0,17908
721,93065,IL,M,1375.0,0,9,53,9,10.0,353,383.0,362,475.0,16388
722,125181,TX,F,2469.0,61,4,64,7,8.0,346,767.0,559,835.0,47151
723,157204,CA,F,2400.0,70,15,50,13,20.0,451,526.0,481,569.0,17470
724,69445,MI,M,1472.0,18,3,83,20,10.0,532,580.0,583,634.0,20135
725,14370,FL,F,637.0,0,1,56,4,5.0,339,394.0,380,411.0,13370
726,10092,NV,M,1557.0,17,5,6,9,10.0,290,311.0,342,361.0,13837
727,58883,TX,F,1072.0,1,0,42,7,5.0,529,647.0,579,663.0,26712
728,99136,IL,M,326.0,0,0,79,11,12.0,184,256.0,242,292.0,11372
729,187142,CA,M,1277.0,5,31,36,18,24.0,220,245.0,274,285.0,9182
730,53893,TN,M,593.0,0,0,81,25,25.0,367,458.0,375,446.0,14435
731,161980,CA,M,3197.0,95,41,33,4,4.0,296,347.0,328,380.0,13818
732,23027,SC,M,685.0,0,7,72,14,15.0,435,465.0,425,441.0,14810
733,128963,TX,M,458.0,0,28,53,7,10.0,199,238.0,250,268.0,7438
734,7917,CA,M,5332.0,98,35,27,4,3.0,522,546.0,677,744.0,35022
735,190562,FL,F,695.0,2,0,41,5,10.0,283,305.0,337,377.0,13044
736,168234,CA,F,3514.0,96,13,50,23,23.0,531,682.0,625,833.0,38075
737,41089,FL,F,883.0,1,5,23,7,5.0,374,421.0,417,466.0,19246
738,174803,OR,M,672.0,1,0,53,7,10.0,366,383.0,422,455.0,15505
739,162208,CA,M,5791.0,98,10,46,9,10.0,782,835.0,814,867.0,34593
740,113045,OK,F,699.0,0,2,61,16,25.0,393,477.0,430,487.0,14925
741,182105,WA,F,877.0,1,3,59,11,10.0,415,430.0,446,459.0,14758
742,19323,NC,M,740.0,1,3,38,31,16.87,279,295.0,358,398.0,12653
743,124683,TX,M,1074.0,10,5,74,7,12.0,481,504.0,560,590.0,18586
744,25641,GA,M,685.0,0,1,71,9,10.0,409,422.0,436,463.0,12546
745,165440,CA,F,1403.0,2,16,53,9,20.0,419,430.0,480,505.0,20395
746,124395,TX,M,838.0,4,0,88,8,20.0,337,366.0,441,496.0,18277
747,73504,MI,F,460.0,1,1,82,13,20.0,237,279.0,281,315.0,10728
748,188439,CA,F,1578.0,12,50,33,9,14.0,306,304.0,342,337.0,7046
749,187518,TX,F,944.0,2,1,48,14,16.0,438,509.0,492,532.0,17306
750,24212,SC,M,2817.0,84,0,53,6,6.0,767,863.0,866,917.0,39319
751,21386,NC,female,498.0,1,0,86,7,10.0,243,284.0,285,326.0,11462
752,110291,LA,M,0.0,0,0,0,9,12.0,0,0.0,0,0.0,0
753,44828,MI,M,395.0,0,1,86,6,6.0,189,242.0,215,252.0,8510
754,45008,FL,F,651.0,0,10,29,10,10.0,271,287.0,303,325.0,11919
755,55484,MS,M,366.0,0,1,85,12,25.0,132,182.0,196,229.0,6873
756,149429,CA,F,2280.0,69,34,37,5,10.0,353,397.0,419,467.0,16726
757,48455,AL,Male,387.0,0,0,78,6,8.0,203,252.0,244,281.0,9654
758,28621,GA,F,550.0,2,6,63,14,25.0,144,211.0,206,253.0,10249
759,131467,CO,F,660.0,1,6,37,4,2.0,183,188.0,235,251.0,11152
760,160579,CA,F,3531.0,92,10,51,9,9.0,506,554.0,581,626.0,23233
761,20533,NC,M,738.0,8,2,61,15,25.0,313,350.0,372,411.0,14070
762,29103,GA,F,718.0,5,1,62,5,11.0,206,256.0,254,295.0,11129
763,122350,TX,M,469.0,0,1,67,21,25.0,223,250.0,241,270.0,8518
764,191547,NE,F,318.0,0,4,25,21,15.0,216,250.0,240,265.0,8799
765,4544,CA,M,5132.0,96,19,39,19,20.0,655,757.0,721,826.0,38854
766,140808,NV,F,1181.0,5,9,18,17,25.0,451,466.0,494,521.0,17987
767,76625,IA,M,386.0,0,1,84,5,6.0,232,276.0,274,313.0,9987
768,57349,KY,F,685.0,0,3,65,6,7.0,288,405.0,320,379.0,15832
769,27366,GA,M,756.0,0,0,82,6,16.0,334,334.0,426,421.0,15669
770,100146,MO,M,464.0,0,3,79,19,25.0,256,310.0,283,322.0,10907
771,11991,LA,M,0.0,0,0,0,17,25.0,0,0.0,0,0.0,0
772,27736,GA,F,1245.0,5,1,38,7,8.0,618,634.0,687,705.0,21467
773,114873,OK,U,553.0,2,2,50,7,10.0,176,220.0,235,275.0,10891
774,156997,CA,F,1869.0,31,15,47,20,25.0,358,358.0,344,359.0,15739
775,80646,WI,male,360.0,0,0,84,3,4.0,198,217.0,248,269.0,8452
776,190837,WI,F,432.0,0,1,85,8,11.0,203,300.0,226,323.0,9769
777,18322,NC,M,807.0,4,4,66,7,10.0,329,374.0,390,422.0,16724
778,118819,TX,F,786.0,0,0,63,12,20.0,421,460.0,393,453.0,12335
779,14233,WY,male,307.0,0,1,44,18,25.0,184,264.0,247,341.0,10860
780,142163,NV,M,1270.0,5,2,36,8,12.0,447,419.0,476,472.0,15652
781,149757,CA,F,4167.0,78,0,64,13,22.0,213,376.0,224,279.0,11264
782,49650,AL,Male,472.0,2,0,90,9,10.0,166,218.0,257,302.0,8760
783,61191,IN,F,472.0,0,4,64,6,10.0,305,308.0,306,322.0,11371
784,23491,SC,M,824.0,0,2,40,9,10.0,348,371.0,365,400.0,14663
785,87127,MT,female,862.0,0,5,49,10,10.0,248,359.0,357,432.0,21284
786,263,SC,F,2156.0,56,0,11,11,10.0,331,319.0,419,401.0,24742
787,137962,AZ,M,906.0,3,10,21,9,10.0,396,417.0,443,485.0,20138
788,21746,NC,female,481.0,0,0,75,10,10.0,162,204.0,212,247.0,10228
789,140632,NM,F,560.0,0,4,19,14,20.0,259,333.0,295,345.0,11660
790,20773,NC,M,475.0,1,1,74,4,5.0,136,186.0,201,245.0,8676
791,81006,WI,F,567.0,2,1,75,5,6.0,149,158.0,210,223.0,7817
792,135060,AZ,Female,1654.0,40,6,36,12,20.0,439,545.0,536,652.0,23572
793,86626,ND,M,799.0,2,1,79,3,6.0,325,400.0,421,506.0,17372
794,173039,CA,F,574.0,0,5,70,23,50.0,223,243.0,241,263.0,8735
795,105660,KS,M,430.0,0,1,75,9,5.0,236,333.0,314,388.0,13227
796,35935,FL,M,711.0,1,13,12,10,21.0,266,351.0,305,363.0,13120
797,31746,FL,M,576.0,0,1,61,8,6.0,326,326.0,353,339.0,11310
798,71491,MI,F,786.0,1,3,70,17,25.0,381,443.0,422,479.0,16368
799,188666,FL,M,710.0,6,2,44,14,25.0,387,446.0,442,494.0,15917
800,135016,AZ,Female,433.0,0,29,50,7,14.0,194,183.0,196,183.0,5088
801,175283,OR,F,1027.0,2,5,46,42,50.0,447,584.0,520,633.0,25039
802,69983,MI,M,475.0,0,1,91,7,11.0,239,295.0,291,319.0,10528
803,42291,FL,M,568.0,2,2,34,10,15.0,221,256.0,273,328.0,14886
804,160869,CA,M,1035.0,1,7,55,4,4.0,328,339.0,298,313.0,9472
805,28003,IL,F,1671.0,19,12,64,9,15.0,662,664.0,700,711.0,23530
806,104732,KS,F,605.0,0,3,34,6,10.0,306,335.0,343,362.0,14037
807,126035,TX,U,262.0,0,4,89,10,21.0,163,206.0,226,260.0,7587
808,29852,GA,M,593.0,0,2,62,9,17.0,301,341.0,316,361.0,11838
809,118091,TX,M,491.0,0,2,77,16,20.0,356,384.0,357,387.0,12961
810,8204,MI,F,301.0,0,0,92,13,10.0,205,208.0,246,256.0,8803
811,90947,IL,F,560.0,0,6,76,15,25.0,296,384.0,340,388.0,14237
812,144769,CA,U,5879.0,98,16,42,5,6.0,703,976.0,794,930.0,57390
813,6912,NV,F,617.0,1,8,40,12,15.0,168,202.0,239,259.0,9154
814,2464,TX,M,481.0,1,3,83,7,7.0,195,248.0,265,307.0,11476
815,71400,MI,M,602.0,0,1,87,8,15.0,336,366.0,363,391.0,12418
816,250,IL,F,469.0,1,2,77,10,15.0,222,241.0,257,304.0,10469
817,99325,MO,M,1191.0,1,3,58,10,10.0,440,536.0,515,575.0,20176
818,120461,TX,F,547.0,0,1,70,16,20.0,309,337.0,340,377.0,11973
819,185760,GA,F,659.0,0,7,43,6,10.0,250,338.0,334,432.0,14914
820,133285,ID,F,466.0,0,1,48,25,30.0,205,242.0,242,265.0,10962
821,60526,IN,M,347.0,0,3,85,5,6.0,213,221.0,252,275.0,7915
822,26858,GA,M,871.0,2,6,37,11,15.0,408,426.0,452,476.0,16480
823,61488,IN,M,682.0,0,1,87,5,7.0,367,432.0,395,448.0,14194
824,182156,WA,F,987.0,2,3,52,22,27.0,393,408.0,420,427.0,13350
825,133925,ID,M,605.0,3,2,38,22,25.0,213,241.0,269,303.0,10788
826,115431,OK,M,389.0,0,0,71,4,5.0,177,218.0,211,248.0,7982
827,72366,MI,M,448.0,0,1,52,10,20.0,291,309.0,330,359.0,11662
828,32527,FL,F,786.0,1,5,26,3,3.0,352,371.0,384,423.0,16104
829,175974,OR,M,542.0,0,8,53,7,11.0,199,219.0,239,262.0,9349
830,96008,IL,F,300.0,0,2,84,4,5.0,87,163.0,134,185.0,7586
831,106610,NE,M,475.0,0,0,75,10,15.0,318,360.0,324,366.0,13159
832,80395,WI,F,902.0,0,2,77,15,50.0,477,507.0,500,517.0,15876
833,86225,SD,M,499.0,0,1,81,13,10.0,247,283.0,273,331.0,12213
834,43595,MI,M,684.0,0,1,79,5,6.0,461,523.0,503,543.0,17874
835,144812,CA,M,3608.0,96,28,35,80,50.0,336,462.0,421,526.0,19440
836,182480,WA,F,705.0,2,4,49,30,50.0,337,416.0,449,569.0,20987
837,135265,AZ,feamale,815.0,0,7,12,10,14.0,264,439.0,322,472.0,18423
838,84610,MN,F,780.0,0,4,69,3,4.0,477,485.0,488,507.0,16525
839,116533,TX,F,496.0,0,11,74,7,10.0,234,218.0,260,259.0,9429
840,29501,GA,U,510.0,1,0,76,17,21.0,276,338.0,305,347.0,10325
841,102351,MO,F,787.0,0,0,59,13,23.0,208,271.0,264,356.0,11107
842,136935,OK,F,454.0,0,3,63,9,15.0,312,311.0,302,306.0,9808
843,137833,AZ,M,762.0,0,6,21,22,25.0,375,396.0,418,437.0,14900
844,162392,CA,M,3839.0,98,19,46,11,20.0,683,669.0,706,729.0,26731
845,186713,CA,F,813.0,0,10,21,22,15.0,297,360.0,348,424.0,22764
846,12573,WA,F,1375.0,6,7,41,63,102.0,285,510.0,330,443.0,18247
847,112594,AR,M,704.0,2,1,70,9,15.0,222,374.0,295,461.0,18592
848,145123,CA,F,5743.0,99,9,47,4,5.0,564,812.0,708,903.0,44839
849,58374,KY,F,483.0,0,0,53,9,10.0,169,237.0,216,269.0,9809
850,108316,LA,M,1903.0,45,7,49,18,24.0,213,265.0,274,379.0,20833
851,71312,MI,F,497.0,0,1,92,3,3.0,350,364.0,357,384.0,11696
852,142241,NV,F,2368.0,68,7,40,13,30.0,578,827.0,723,833.0,27653
853,7238,IA,F,374.0,0,0,74,5,12.0,234,305.0,225,283.0,10539
854,132003,CO,F,508.0,0,1,61,5,8.0,240,303.0,377,427.0,14984
855,172220,CA,M,676.0,0,18,54,12,19.0,156,172.0,201,203.0,4877
856,189916,MI,M,805.0,0,6,78,21,5.0,382,506.0,421,507.0,17020
857,89358,IL,M,732.0,0,12,63,11,20.0,409,416.0,450,463.0,13763
858,82843,MN,F,737.0,0,5,76,5,5.0,302,383.0,357,445.0,14822
859,56124,MS,M,600.0,0,3,16,15,20.0,254,255.0,292,294.0,9800
860,75840,IA,M,686.0,0,3,64,12,20.0,356,449.0,408,492.0,19695
861,163220,CA,U,5829.0,99,16,24,11,26.0,585,987.0,691,977.0,52437
862,74615,MI,M,500.0,0,9,59,7,9.0,155,385.0,263,423.0,13674
863,45808,FL,F,877.0,3,7,15,8,10.0,332,380.0,392,432.0,16670
864,162593,CA,M,5954.0,99,17,57,9,14.0,1500,1500.0,1185,1263.0,68593
865,20237,NC,feamale,674.0,1,2,65,6,13.0,294,381.0,347,405.0,13120
866,54828,MS,feamale,338.0,0,0,90,7,5.0,158,195.0,197,227.0,6834
867,168589,OR,F,835.0,7,2,32,11,10.0,186,244.0,240,274.0,10045
868,168275,CA,U,3373.0,96,7,56,13,36.0,643,682.0,699,729.0,29018
869,175438,OR,F,925.0,8,8,28,15,25.0,129,363.0,215,441.0,18634
870,68427,MI,F,483.0,0,17,61,38,25.0,341,393.0,382,430.0,14629
871,89680,IL,F,1290.0,2,8,74,10,15.0,515,559.0,575,624.0,17626
872,132131,CO,F,613.0,0,0,50,14,25.0,129,207.0,168,244.0,8382
873,180175,WA,F,938.0,3,5,52,14,20.0,297,319.0,344,379.0,15721
874,85931,SD,U,246.0,0,0,86,6,6.0,256,269.0,276,297.0,9572
875,147305,CA,M,2741.0,77,4,50,12,15.0,618,609.0,586,558.0,21986
876,122404,TX,F,546.0,1,9,70,10,25.0,201,244.0,270,319.0,10633
877,27670,GA,M,894.0,2,9,35,11,25.0,423,481.0,452,509.0,19549
878,17791,NC,feamale,969.0,13,7,51,25,25.0,515,562.0,544,596.0,22008
879,113728,OK,M,493.0,0,4,61,15,15.0,244,305.0,273,337.0,12105
880,51846,TN,F,386.0,0,0,83,15,25.0,177,231.0,220,251.0,8524
881,51528,TN,F,472.0,0,0,64,6,5.0,257,303.0,284,337.0,13332
882,155642,CA,U,1034.0,2,20,44,9,12.0,176,249.0,222,295.0,10176
883,99497,MO,M,834.0,0,2,78,8,5.0,383,409.0,382,413.0,12532
884,95240,IL,M,604.0,0,5,63,10,11.0,344,385.0,339,391.0,12452
885,126639,TX,M,588.0,1,4,71,7,8.0,237,272.0,292,329.0,11033
886,15965,NC,M,429.0,0,1,75,3,5.0,232,259.0,253,286.0,9832
887,114321,OK,M,737.0,0,1,56,15,25.0,397,420.0,420,456.0,14451
888,132567,WY,F,985.0,3,1,40,15,20.0,413,453.0,449,478.0,16809
889,78312,WI,male,565.0,0,3,72,10,15.0,332,406.0,370,383.0,15523
890,188078,SC,M,1083.0,11,3,38,11,10.0,450,502.0,506,557.0,18815
891,102398,MO,F,442.0,0,1,53,5,12.0,213,210.0,274,259.0,14114
892,45116,FL,M,1642.0,26,5,9,4,5.0,522,551.0,611,651.0,28264
893,155921,CA,M,1483.0,27,4,50,14,25.0,306,333.0,382,416.0,17874
894,77196,WI,F,940.0,0,3,83,15,25.0,428,465.0,452,495.0,16556
895,10893,CA,F,2012.0,51,10,36,15,20.0,225,316.0,294,374.0,16165
896,19621,NC,feamale,517.0,0,1,81,12,21.0,123,180.0,194,231.0,7025
897,149653,CA,F,1773.0,29,41,37,15,10.0,292,306.0,346,367.0,12551
898,159750,CA,M,946.0,15,5,63,6,9.0,382,436.0,465,524.0,18560
899,136269,AZ,feamale,1149.0,12,3,27,8,15.0,563,566.0,598,606.0,18764
900,108029,LA,M,729.0,3,1,92,4,5.0,407,444.0,448,483.0,13568
901,10719,WA,F,2375.0,67,6,40,11,19.0,327,358.0,331,377.0,16653
902,156572,CA,M,3092.0,66,13,47,17,25.0,578,644.0,641,720.0,25768
903,152737,CA,M,2312.0,63,7,44,8,7.0,456,516.0,531,589.0,21372
904,94307,IL,F,1063.0,0,36,55,9,15.0,269,322.0,304,393.0,13817
905,129947,CO,F,552.0,1,9,49,20,20.0,194,258.0,262,315.0,10909@
906,108919,LA,F,629.0,1,2,62,9,15.0,210,277.0,279,327.0,11405
907,4055,TX,M,1247.0,8,4,62,10,10.0,555,617.0,672,718.0,28285
908,175907,OR,F,807.0,0,7,51,9,15.0,351,388.0,377,420.0,16532
909,13188,IN,F,679.0,1,0,91,47,100.0,236,247.0,304,328.0,6997
910,35181,FL,M,1395.0,28,6,20,20,25.0,471,509.0,580,642.0,28892
911,53127,TN,M,576.0,0,0,78,17,30.0,216,319.0,295,339.0,17149
912,88056,IL,F,1355.0,13,9,65,3,5.0,496,567.0,593,670.0,27692
913,145944,CA,F,2679.0,78,11,55,6,13.0,445,470.0,535,572.0,20693
914,86640,ND,F,553.0,0,1,76,6,13.0,340,399.0,355,395.0,13167
915,99673,MO,F,638.0,0,2,84,9,22.0,470,483.0,488,521.0,15490
916,96000,IL,M,359.0,0,10,53,3,10.0,88,218.0,159,329.0,10543
917,170256,CA,F,1246.0,13,4,63,7,10.0,264,296.0,339,362.0,11851
918,20821,NC,M,631.0,1,1,83,12,10.0,286,324.0,333,373.0,13818
919,189715,CA,F,5708.0,97,19,50,16,25.0,504,708.0,575,854.0,36020
920,183898,WA,J,429.0,1,1,57,5,3.0,266,302.0,310,343.0,12534
921,155157,CA,F,955.0,1,7,63,12,12.0,329,332.0,346,359.0,10736
922,137134,AZ,M,810.0,0,4,8,9,10.0,320,354.0,368,393.0,18361
923,129602,CO,F,638.0,0,13,22,7,13.0,222,307.0,230,286.0,10909@
924,182286,WA,male,699.0,0,4,55,15,20.0,262,208.0,301,299.0,12872
925,138804,AZ,feamale,1239.0,10,4,34,9,10.0,348,365.0,399,428.0,14561
926,100569,MO,M,2241.0,61,2,42,15,15.0,584,822.0,716,904.0,29643
927,9287,CA,M,1432.0,18,4,50,7,8.0,420,423.0,453,461.0,14210
928,104108,MO,F,609.0,0,2,58,11,11.0,263,357.0,301,355.0,13005
929,1357,MI,F,889.0,0,6,84,10,15.0,328,368.0,391,431.0,13456
930,10784,WA,male,791.0,0,8,28,4,10.0,565,563.0,566,571.0,20238
931,140049,NM,F,629.0,2,1,62,9,20.0,170,197.0,214,243.0,7822
932,170489,CA,F,2128.0,56,3,66,20,20.0,470,472.0,559,567.0,16285
933,184289,WA,F,645.0,1,9,54,7,10.0,359,376.0,360,381.0,11050
934,36353,FL,F,1344.0,23,8,1,9,17.0,335,403.0,377,446.0,22233
935,97689,IL,M,821.0,1,3,57,10,10.0,334,371.0,390,431.0,15694
936,133229,ID,M,681.0,0,5,48,12,25.0,382,396.0,406,445.0,16011
937,51845,TN,F,386.0,0,0,83,8,18.0,177,231.0,220,251.0,8524
938,111485,AR,M,361.0,0,0,52,29,30.0,145,182.0,199,233.0,8563
939,75331,IA,F,583.0,3,1,78,8,25.0,310,371.0,385,452.0,17243
940,96448,IL,F,760.0,2,2,78,6,8.0,393,451.0,441,510.0,10909@
941,88802,IL,M,1711.0,34,11,72,13,25.0,479,542.0,629,683.0,26817
942,183702,WA,F,700.0,0,7,47,11,10.0,322,415.0,356,446.0,14360
943,175535,OR,M,904.0,9,2,56,10,20.0,339,446.0,442,510.0,20426
944,35325,FL,M,833.0,0,8,21,12,30.0,277,350.0,329,387.0,14317
945,181655,WA,male,957.0,6,6,54,15,50.0,418,417.0,423,438.0,14668
946,95582,IL,F,607.0,4,3,64,15,21.0,279,371.0,346,442.0,19317
947,14394,TX,M,631.0,0,10,28,25,10.0,273,278.0,288,294.0,8650
948,81823,WI,male,470.0,0,1,89,25,45.0,234,355.0,271,365.0,12277
949,143470,CA,M,4112.0,95,18,50,15,17.0,562,798.0,725,841.0,34677
950,77048,IA,F,342.0,0,0,59,7,7.0,209,214.0,241,261.0,10728
951,20962,NC,M,668.0,1,5,30,15,15.0,296,308.0,317,337.0,11490
952,58725,KY,M,313.0,0,0,87,15,15.0,142,165.0,210,251.0,9665
953,124104,TX,M,427.0,0,3,64,15,23.0,455,464.0,538,580.0,18517
954,65136,MI,F,886.0,2,5,83,42,20.0,490,536.0,570,606.0,17633
955,132558,WY,male,1034.0,0,0,33,15,15.0,511,511.0,656,610.0,30595
956,82248,MN,M,480.0,0,1,80,5,8.0,157,184.0,214,246.0,9020
957,38944,FL,M,809.0,0,19,27,16,25.0,303,319.0,342,361.0,11303
958,47111,AL,Male,453.0,0,0,90,3,5.0,219,264.0,263,299.0,9654
959,165620,CA,U,1609.0,15,11,60,3,4.0,346,435.0,404,435.0,16568
960,59561,IN,M,438.0,0,0,75,8,9.0,275,324.0,282,304.0,10632
961,27423,GA,F,442.0,0,0,78,9,5.0,218,253.0,257,286.0,9399
962,13484,FL,M,1034.0,1,7,12,15,11.0,488,524.0,515,555.0,19446
963,133491,ID,M,679.0,1,3,37,46,100.0,298,327.0,332,360.0,10779
964,63000,IN,F,351.0,0,0,79,20,25.0,192,214.0,212,235.0,8757
965,187284,IA,F,614.0,0,1,69,8,10.0,222,317.0,305,363.0,13840
966,131423,CO,M,881.0,1,5,33,14,25.0,327,332.0,375,382.0,12204
967,22942,SC,F,616.0,0,4,51,8,9.0,324,334.0,348,361.0,15746
968,85579,MN,F,522.0,0,1,64,20,20.0,227,292.0,294,347.0,12849
969,3009,CA,F,1184.0,0,9,55,9,20.0,324,341.0,352,368.0,13817
970,105923,KS,F,481.0,0,0,77,5,7.0,322,318.0,359,352.0,10909@
971,187722,MI,M,1348.0,22,4,65,6,7.0,662,712.0,752,788.0,30766
972,15566,NC,feamale,683.0,1,1,77,7,10.0,343,398.0,377,441.0,15482
973,84745,MN,F,604.0,1,1,78,6,7.0,318,338.0,356,376.0,12097
974,78172,WI,F,1167.0,4,4,71,15,25.0,558,576.0,597,626.0,19797
975,186334,IN,M,836.0,8,0,78,8,10.0,222,431.0,347,442.0,16007
976,170767,CA,F,1349.0,1,15,24,12,15.0,370,418.0,436,480.0,23716
977,149152,CA,M,4507.0,95,17,50,20,20.0,842,1004.0,893,962.0,54642
978,959,IA,F,586.0,1,1,77,7,10.0,349,413.0,404,465.0,15304
979,179563,WA,male,842.0,2,41,24,16,23.0,420,419.0,476,494.0,12894
980,41243,FL,F,556.0,0,2,56,9,12.0,246,277.0,292,330.0,10272
981,160500,CA,M,1467.0,7,8,61,7,5.0,311,323.0,356,392.0,15108
982,77605,WI,male,1304.0,13,6,71,10,15.0,465,484.0,595,609.0,23455
983,190064,Tennessee,F,340.0,0,1,48,10,20.0,149,151.0,173,188.0,6842
984,138758,AZ,feamale,616.0,0,0,69,14,20.0,403,423.0,406,443.0,14174
985,8531,MI,M,497.0,0,0,88,6,10.0,275,296.0,343,369.0,12368
986,27846,GA,F,1149.0,14,2,58,23,200.0,420,460.0,469,509.0,17492
987,22782,SC,M,514.0,3,2,46,10,10.0,205,224.0,226,238.0,8533
988,66223,MI,M,870.0,3,2,83,9,10.0,319,345.0,357,398.0,15849
989,189616,CA,M,2680.0,80,13,41,20,35.0,314,506.0,402,517.0,20665
990,79649,WI,F,556.0,0,6,66,10,15.0,259,275.0,268,258.0,12721
991,138999,AZ,feamale,624.0,1,3,29,8,10.0,284,326.0,324,355.0,12121
992,8232,MO,F,322.0,0,0,80,13,10.0,190,240.0,239,302.0,10909@
993,43020,FL,F,736.0,0,11,6,15,15.0,262,293.0,321,347.0,12780
994,118862,TX,M,868.0,0,9,49,8,12.0,554,564.0,569,571.0,21200
995,30104,GA,M,364.0,0,0,89,8,15.0,246,307.0,287,325.0,9720
996,154614,CA,F,1709.0,26,9,68,15,20.0,511,518.0,527,537.0,15138
997,57151,KY,F,875.0,0,3,29,15,26.0,311,326.0,326,326.0,7746
998,71425,MI,M,713.0,0,2,88,6,7.0,300,313.0,323,364.0,16833
999,127823,TX,F,258.0,0,0,94,5,6.0,64,60.0,93,74.0,4236
1000,150739,CA,U,1951.0,44,10,66,9,12.0,556,578.0,619,625.0,17208
1001,41384,FL,F,556.0,0,16,22,9,12.0,318,358.0,320,352.0,11779
1002,114721,OK,F,1040.0,0,2,56,11,15.0,472,609.0,579,656.0,26962
1003,149152,CA,M,4507.0,95,17,50,20,20.0,842,1004.0,893,962.0,54642
1004,959,IA,F,586.0,1,1,77,7,10.0,349,413.0,404,465.0,15304
1005,179563,WA,male,842.0,2,41,24,16,23.0,420,419.0,476,494.0,12894
1006,41243,FL,F,556.0,0,2,56,9,12.0,246,277.0,292,330.0,10272
1007,190579,CA,M,3200.0,83,31,32,3,4.0,310,311.0,333,343.0,17224
1008,42997,FL,F,1567.0,27,4,10,6,7.0,392,391.0,434,409.0,18631
1009,132896,OR,F,953.0,1,3,45,15,25.0,319,379.0,387,455.0,15729
1010,120189,TX,M,492.0,3,0,92,19,25.0,244,260.0,284,301.0,10818
1011,138829,AZ,feamale,847.0,0,3,20,11,25.0,185,238.0,225,308.0,11582
1012,167462,CA,M,2645.0,87,26,46,8,15.0,644,655.0,682,697.0,20782
1013,160401,CA,F,1952.0,48,6,55,13,13.0,335,365.0,367,398.0,15290
1014,174934,OR,F,1305.0,19,7,40,7,5.0,391,456.0,448,471.0,19716
1015,2020,CA,F,3556.0,98,9,55,7,7.0,735,701.0,838,805.0,34382
1016,74235,MI,M,473.0,1,0,94,13,26.0,327,338.0,348,363.0,12580
1017,167039,CA,F,3201.0,92,9,72,5,5.0,497,552.0,539,591.0,19656
1018,165509,CA,M,2213.0,77,7,62,4,10.0,447,447.0,491,491.0,16702
1019,151653,CA,F,1455.0,7,19,39,6,10.0,376,417.0,393,426.0,14860
1020,100132,MO,F,393.0,0,0,71,10,15.0,216,258.0,258,301.0,10107
1021,161726,CA,F,2453.0,86,16,45,5,7.0,438,451.0,436,475.0,15707
1022,125986,TX,M,533.0,1,3,75,13,17.0,246,276.0,287,308.0,10096
1023,185394,MI,F,647.0,0,7,80,8,5.0,285,317.0,300,338.0,12910
1024,43799,FL,F,1044.0,15,8,35,13,20.0,366,318.0,458,499.0,22427
1025,185464,KY,M,702.0,0,9,23,11,15.0,308,348.0,337,397.0,14670
1026,125325,TX,M,852.0,1,4,46,14,20.0,516,540.0,535,556.0,16206
1027,112679,OK,M,1045.0,1,3,48,15,20.0,528,538.0,604,618.0,19402
1028,2415,CA,F,5501.0,98,33,36,17,25.0,817,924.0,870,958.0,41734
1029,166866,CA,F,3921.0,96,7,50,10,12.5,754,804.0,799,835.0,33998
1030,4211,TX,F,919.0,10,4,63,17,25.0,425,562.0,558,697.0,25784
1031,182395,WA,F,755.0,2,9,39,16,10.0,210,315.0,244,313.0,11983
1032,188178,NV,F,1383.0,14,8,8,7,8.0,410,464.0,499,562.0,22875
1033,147835,CA,F,3694.0,97,25,41,32,20.0,421,611.0,601,666.0,28021
1034,5532,MD,M,1690.0,29,4,30,9,15.0,598,655.0,653,700.0,24959
1035,128857,TX,M,438.0,0,23,47,26,15.0,213,213.0,265,264.0,7722
1036,40058,FL,F,1187.0,12,12,11,11,25.0,400,448.0,438,469.0,21608
1037,179377,WA,F,1617.0,29,4,59,7,10.0,398,414.0,457,490.0,14123
1038,166207,CA,M,1367.0,4,2,57,6,9.0,342,329.0,359,355.0,14197
1039,124227,TX,U,267.0,0,0,69,13,25.0,121,72.0,169,94.0,4567
1040,7173,TN,F,854.0,0,0,58,17,32.0,321,389.0,372,427.0,16171
1041,85152,MN,M,493.0,1,1,87,12,10.0,244,311.0,314,395.0,12517
1042,32807,FL,M,700.0,0,9,44,5,5.0,327,360.0,355,375.0,11551
1043,268,FL,F,1765.0,44,14,8,22,33.0,327,465.0,442,562.0,27674
1044,109514,LA,M,0.0,0,0,0,5,6.0,0,0.0,0,0.0,0
